gene_id	transcript_id(s)	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12
Dpp9	NM_172624	23.8	17.44	18.14	16.57	14.67	19.66	20.55	18.54	17.53	20.61	19.46	25.38
Dppa1	NM_001163358,NM_178247	0	0	0	0	0	0	0	0	0.07	0	0	0
Dppa2	NM_028615	0.09	0	0	0	0	0.06	0.09	0	0	0	0.08	0.29
Dppa3	NM_139218	0	0.15	0	0.14	0	0	0.23	0	0.44	0.39	0	0.79
Dppa4	NM_001018002,NM_028610	0	0	0	0	0	0	0	0	0	0	0	0
Dppa5a	NM_025274	0	0	0	0	0.4	0	0.32	0	0	0.27	0	0
Dpt	NM_019759	5.73	2.74	8.88	10.92	17.96	35.93	62.9	3.2	116.21	158.76	69.48	47.85
Dpy19l1	NM_172920	23.4	22.74	23.11	21.16	23.34	21.92	23.53	22.22	23.33	36.77	38.38	28.56
Dpy19l2	NM_001166207	1.02	0.37	0.65	0.22	0.32	0.27	1.07	0.8	0.43	0.31	0.21	0.42
Dpy19l3	NM_178704	2.75	1.8	1.82	1.51	2.24	2.23	3.47	1.98	2.78	3.97	5.14	3.95
Dpy19l4	NM_001081201	14.26	14.07	15.48	12.31	14.44	13.44	17.35	14.56	18.45	18.22	27.56	18.43
Dpy30	NM_001146222,NM_001146223,NM_001146224,NM_024428	133.68	140.53	129.53	135.44	131.31	108.07	81.96	142.47	87.93	65.21	61.77	61.06
Dpyd	NM_170778	2.75	3.39	1.77	1.62	1.85	2.33	10.38	2.82	8.33	11.71	6.75	6.77
Dpys	NM_001164466,NM_022722	1.06	0.09	0.17	0.09	0.1	0.17	0	1.07	2.84	0.71	0.49	0.69
Dpysl2	NM_009955	259.56	171.56	207.97	152.4	161.32	171.2	151.07	197.11	128.05	120.56	92.19	119.24
Dpysl3	NM_001136086,NM_001291455,NM_009468	28.19	21.55	29.18	49.95	46.99	79.14	55.84	31.48	58.31	72.64	48.94	82.23
Dpysl4	NM_011993	10.79	6.96	9.07	8.19	14.85	10.05	10.71	10.95	7.03	3.07	2.33	7.49
Dpysl5	NM_023047	44.8	24.61	30.29	22.9	28.1	29.18	26.9	31.89	17.61	8.61	5.77	13.59
Dqx1	NM_033606	0.37	0.34	0.15	0.12	0.31	1.32	1.48	0.42	0.52	1.1	0.73	0.75
Dr1	NM_026106	49.42	50.78	49.74	45.35	43.21	44.27	34.86	43.21	40.15	43.43	42.9	42.95
Dram1	NM_027878	4.45	3.32	2.52	5.43	7.11	15.96	20.82	3.74	22.37	49.95	34.04	22.81
Dram2	NM_001025582,NM_001286986,NM_001286987,NM_026013	18.91	20.59	20.93	25.24	25.23	33.17	34.17	16.85	44.78	64.92	73.69	46.89
Drap1	NM_001291080,NM_024176	49.62	53.49	51.99	70.69	64.77	68.1	58.18	63.02	66.33	50.04	57.1	61.91
Draxin	NM_027426	4.26	2.64	3.02	2.32	2.89	3.05	4.12	3.87	3.48	1.28	0.65	1.24
Drc1	NM_001033460	1.13	0.77	0.86	1.48	1.34	1.41	2.83	0.73	2.16	1.57	3.33	3.29
Drc7	NM_001042715	0	0	0	0.03	0.04	0.08	0.06	0	0	0.05	0.05	0.06
Drd1	NM_001291801,NM_010076	0.05	0.09	0.03	0.06	0.11	0.1	0.32	0.03	0.04	0.19	0.83	0.52
Drd2	NM_010077	3.33	3.28	2.6	2.97	2.45	1.5	4.29	4.44	4	2.29	1.39	2.87
Drd3	NM_007877	0	0.09	0	0	0	0	0.26	0	0.12	0	0.12	0
Drd4	NM_007878	5.29	5.33	4.32	6.24	5.7	4.76	6.36	4.25	3.76	3.25	1.76	3.1
Drd5	NM_013503	0	0	0	0	0	0	0.05	0.03	0	0	0	0
Dreh	NR_105051	0	0	0	0	0	0	0.27	0	0.26	0	0.24	0
Drg1	NM_007879	139.89	159.45	153.51	141.14	130.59	107.71	87.89	146.97	98.39	82.09	84.72	91.72
Drg2	NM_021354	85.21	93.51	86.65	84.51	85.38	77.41	58.6	91.78	54.6	46.29	55.28	53.07
Drosha	NM_001130149,NM_026799	51.01	35.94	36.88	33.04	31.73	33.91	37.67	40.69	24.18	21.41	18.43	27.43
Drp2	NM_010078	0.95	0.5	0.71	0.4	0.57	0.51	1.12	0.69	1.37	0.94	1.25	0.61
Dsc1	NM_001291804,NM_013504	0	0	0	0	0	0	0	0	0	0	0	0
Dsc2	NM_013505	1.27	0.38	0.53	0.43	0.84	2.45	0.54	0.98	1.03	2.02	0.87	0.77
Dsc3	NM_001291809,NM_007882	0.12	0.04	0.13	0.05	0.66	3.41	0.3	0.05	0.14	2.74	0.19	0.71
Dscam	NM_031174	21.73	15.62	13.97	10.57	9.33	8.75	8.09	11.81	4.24	2.93	1.58	5.24
Dscaml1	NM_001081270	4.51	3.04	2.82	2.35	2.59	2.43	4.49	2.79	1.53	0.79	1.12	1.55
Dscc1	NM_183089	35.86	27.74	39.15	38.38	31.55	22.18	17.55	32.88	13.79	12	4.44	16.01
Dscr3	NM_007834	28.16	30.89	28.68	31.83	32.18	35.54	34.61	26.56	36.51	47.76	53.64	42.27
Dse	NM_172508	4.03	2.88	4.22	7.8	9.19	18.33	25.34	3.71	30.43	58.93	50.44	32.9
Dsel	NM_001081316	21.67	17.95	13.97	11.53	11.92	12.71	19.39	12.08	19.01	24.37	23.19	19.59
Dsg1a	NM_010079	0	0	0	0	0.05	0.09	0.03	0	0	0.19	0	0.06
Dsg1b	NM_181682	0	0	0	0	0	0.04	0	0	0.04	0.16	0	0
Dsg1c	NM_181680	0	0	0	0	0	0	0	0	0.2	0	0	0.06
Dsg2	NM_007883	1.57	1.03	1.34	0.61	0.78	1.65	0.88	1.43	1.75	2.11	0.72	2.27
Dsg3	NM_030596	0	0	0	0	0.02	0	0	0	0.04	0.1	0.07	0.4
Dsg4	NM_181564	0	0	0	0	0	0	0	0	0	0	0	0
Dsn1	NM_025853	55.28	45.98	51.45	41.25	40.16	33.29	34.08	52.72	26.2	15.13	8.1	17.41
Dsp	NM_023842	0.12	0.19	0.06	0.1	0.04	0.12	0.52	0.11	0.82	1.5	1.02	0.59
Dspp	NM_010080	0	0	0	0	0.02	0	0	0	0	0	0	0
Dst	NM_001276764,NM_010081,NM_133833,NM_134448	69.93	43.61	50.76	38.93	44.28	48.88	94.6	45.67	64.8	56.25	74.34	73.86
Dstn	NM_019771	297.21	271.29	298.81	300.77	325.71	275.13	210.25	281.27	225.01	260.56	303.11	273.61
Dstyk	NM_172516	6.77	5.1	5.1	6.22	6.57	6.78	9.14	4.55	9.39	10.56	14.47	9.97
Dtd1	NM_025314	26.02	31.45	36.13	40.42	37.25	31.88	17.96	29.11	17.68	16.03	18.07	15.92
Dtd2	NM_029545	3.71	3.69	3.05	3.88	3.17	3.47	3.75	2.95	3.13	2.64	4.06	2.09
Dthd1	NM_001170705	0	0	0	0	0	0.05	0	0	0	0	0	0.08
Dtl	NM_001305233,NM_029766	56.23	40.89	43.83	46.44	42.84	36.9	29.2	49.97	26.28	19.57	9.1	24.98
Dtna	NM_001285807,NM_001285808,NM_001285810,NM_001285811,NM_001285813,NM_001285817,NM_010087,NM_207650	12.78	9.41	9.29	12.36	10.39	11.84	9.98	8.32	26.13	6.79	8.85	8.59
Dtnb	NM_001162465,NM_007886,NR_027869,NR_027870	26.66	22.45	24.8	23.77	22.89	23.28	27.06	23.8	16.73	12.96	10.73	17.6
Dtnbp1	NM_025772	37.49	41.45	40.49	34.52	35.88	41.16	53.26	39.16	66.05	65.8	76.94	70.63
Dtwd1	NM_026981	11.34	13.51	11.46	14.34	13.97	12.81	11.75	16.27	11.58	14.88	15.75	9.39
Dtwd2	NM_001170960,NM_026854	2.42	1.82	2.54	2.12	1.86	1.51	2.04	2.13	2.18	1.78	1.27	1.93
Dtx1	NM_008052	30.15	26.66	27.89	20.99	19.99	24.69	29.41	30.36	17.51	12.29	10.09	15.61
Dtx2	NM_001256096,NM_001256097,NM_001256098,NM_023742	11.11	12.87	10.96	10.61	9.04	10.41	12.57	10.23	10.49	15.18	15.35	11.46
Dtx3	NM_030714	43.68	36.24	38.06	48.44	45.44	49.1	66.84	38.32	39.02	33.12	39.3	48.63
Dtx3l	NM_001013371	2.88	3.14	2.43	24.43	19.66	57.43	9.21	2.37	8.77	133.62	121.69	72.37
Dtx4	NM_172442	16.83	15	18.46	18.73	20.05	18.87	22.52	17.73	20.01	20.46	24.17	25.2
Dtymk	NM_001105667,NM_023136	190.2	196.39	174.11	209.62	190.71	154.42	126.3	191.4	116.93	83.83	58.5	95.61
Duox1	NM_001099297	0.14	0.08	0.29	0.39	0.28	0.21	0.41	0.3	0.55	0.67	0.3	0.17
Duox2	NM_177610	0.09	0	0.05	0.08	0.06	0.45	0.29	0	0.48	0.72	0.53	0.39
Duoxa1	NM_001305262	0	0	0	0.07	0.41	0.4	0.22	0	1.03	2.03	0.8	0.88
Duoxa2	NM_025777	0	0	0	0.13	0.07	0.54	0.21	0.13	0.6	0.89	0.48	0.12
Dupd1	NM_001013826	0	0.21	0	0.19	0.2	0.12	0.32	0	4.71	0.41	0.73	0
Dus1l	NM_026824	41.09	42.74	39.08	36.33	30.83	30.94	27.32	36.9	26.16	23.69	24.49	27.97
Dus2	NM_001301176,NM_025518	11.01	10.2	9.74	8.48	11.69	8.79	12.43	9.56	10.34	9.51	12.12	8.63
Dus3l	NM_144858	38.7	45.48	39.89	44.22	40.56	43.31	39.09	40.52	27	26.46	27.03	35.44
Dus4l	NM_028002	10.81	10.81	8.85	8.71	7.74	6.76	8.55	9.43	7.96	6.72	4.63	5.93
Dusp1	NM_013642	11.09	13.09	13	17.83	15.29	19.16	21.85	12.12	31.33	14.19	29.22	33.2
Dusp10	NM_022019	11.23	9.81	12.17	15.05	11.88	11.57	14.18	10.35	13.99	11.77	10.83	8.97
Dusp11	NM_028099	39.57	29.66	33.03	27.36	27.39	32.84	33.9	29.1	27.9	34.27	34.76	33.09
Dusp12	NM_023173	27.75	33.33	26.62	24.54	24.34	22.07	20.26	29.92	16.1	16.39	16.71	15.58
Dusp13	NM_001007268,NM_013849	0	0.13	0	0	0.79	0.12	0.78	0	9.37	1.41	0.35	0.19
Dusp14	NM_019819	13.81	17.11	14.09	12.5	8.09	9.33	5.71	12.74	6.56	2.48	3.76	5.55
Dusp15	NM_001159376,NM_145744	3.19	0.8	1.26	1.11	2.07	2.12	7.34	1.17	2.76	1.89	2.13	2.47
Dusp16	NM_001048054,NM_130447	34.32	24.89	30.15	30.56	24.3	26.93	24.77	24.49	19.83	16.65	17.07	18.1
Dusp18	NM_173745	4.8	3.52	3.61	3.8	5.37	4.71	4.2	4.22	4.84	2.74	3.16	3.99
Dusp19	NM_024438	15.92	12.19	13.36	13.5	15.06	12.39	15.35	14.35	14.66	10.56	15.35	13.32
Dusp2	NM_010090	4.92	5.96	5.35	4.46	3.49	6.55	3.14	3.99	3.52	10.91	6.9	10.95
Dusp21	NM_028568	0	0	0	0	0	0	0	0	0	0	0	0
Dusp22	NM_001037955,NM_134068	6.66	8.96	4.57	9.91	13.37	10.37	10.27	6.13	15.16	21.52	21.58	15.41
Dusp23	NM_026725	0.63	0.4	0.36	0.88	0.9	1.22	2.55	0.58	3.29	2.13	2.74	2.35
Dusp26	NM_025869	85.19	80.36	91.7	106.53	122.99	106.67	63.98	100.68	66.05	30.86	21.01	53.9
Dusp27	NM_001033344,NM_001160049	0.04	0.05	0.03	0.4	0.41	0.57	0.04	0.02	6.96	1.18	3.56	1.66
Dusp28	NM_175118	11.51	11.78	13.33	15.49	18.29	19.31	8.72	13.37	13.6	21.54	29.22	15.78
Dusp3	NM_028207	21.04	13.62	14.92	16.53	15.71	24.12	21.55	13.2	25.67	24.73	40.92	37.92
Dusp4	NM_176933	2.6	1.51	1.2	1.98	3.24	5.57	8.22	1.16	3.75	12.09	14.45	9.64
Dusp5	NM_001085390	0.48	0.92	0.57	1.2	1.04	1.88	1.54	1	3.45	5.4	6.94	10.29
Dusp6	NM_026268	8.21	6.47	6.38	14.43	12.82	28.38	40.92	5.64	56.79	51.1	69.74	85.52
Dusp7	NM_153459	7.35	7.77	7.4	7.13	7.46	9.96	10.5	7.58	10.53	12.53	15.09	16.25
Dusp8	NM_008748	65.48	51.49	63.05	59.87	45.76	49.85	43.17	56.14	28.94	17.13	12.62	27.88
Dusp9	NM_029352	47.06	66.98	53.99	44.01	34.59	23.68	20.91	63.36	19.36	8.49	2.55	9.29
Dut	NM_001159646,NM_023595	183.54	182.15	183.22	153.84	141.58	108.21	89.24	186.88	89.34	48.26	22.67	56.63
Dux	NM_001081954	0	0.05	0	0	0	0	0	0	0	0	0	0
Duxbl1	NM_183389,NM_183389_1	0	0	0	0.17	0	0	0	0	0	0	0	0
Duxbl2	NM_001177538,NM_001177538_1,NM_001177538_2	0.59	0.42	0.86	0.41	0.76	0.76	0.88	0.73	0.52	0.64	0.16	0.68
Duxbl3	NM_001177539,NM_001177539_1,NM_001177539_2	0.59	0.42	0.86	0.41	0.76	0.76	0.88	0.73	0.52	0.64	0.16	0.68
Dvl1	NM_001302342,NM_010091	52	56.85	53.33	53.42	51.22	49.53	48.15	53.19	39.38	28.19	29.14	38.01
Dvl2	NM_007888	22.77	20.25	18.07	15.89	11.91	15.9	14.19	18.91	9.8	10.78	7.63	12.81
Dvl3	NM_007889	13.5	9.75	10.39	8.09	7.79	10.06	18.91	11.7	8.98	8.26	7.14	11.68
Dxo	NM_001163770,NM_033613	17.25	19.64	15.16	17.34	12.83	15.29	19.33	18.88	13.94	16.86	16.07	17.54
Dydc1	NM_027094	0	0	0	0	0	0	0	0.11	0	0	0	0
Dydc2	NM_027717	0.37	0	0	0.21	0.22	0	0	0	0	0	0.32	0
Dym	NM_027727	19.15	19.92	16.13	15.88	15.98	18.38	18.76	14.81	18.53	17.95	17.39	16.96
Dynap	NM_029346	0	0	0	0	0	0	0	0	0	0	0	0
Dync1h1	NM_030238	154.17	101.19	118.16	98.13	101.52	126.94	128.83	106.78	96.06	143.6	151.22	141.19
Dync1i1	NM_001191023,NM_001191025,NM_001191026,NM_001191027,NM_010063	1.53	1.09	1.57	1.04	1.81	0.55	1.14	2.65	1.64	0.81	0.92	1.3
Dync1i2	NM_001198872,NM_001198873,NM_001198874,NM_001198875,NM_001198876,NM_001198877,NM_001198878,NM_010064	121.5	102.66	113.13	96.19	116.36	101.62	100.83	104.37	106.99	136.71	145.34	126.5
Dync1li1	NM_146229	87.18	85.75	90.68	78.36	81.68	74.35	62.78	86.23	60.06	48.44	46.71	59.13
Dync1li2	NM_001013380	59.57	45	52.26	47.98	50.29	45.3	49.37	45.08	47.9	44.23	51.45	46.03
Dync2h1	NM_029851	20.95	15.08	17.41	16.4	16.85	16.13	15.7	14.19	9.65	8.84	8.73	10.7
Dync2li1	NM_172256	24.35	22.37	21.11	31.03	32.04	28.42	26.31	25.75	21.65	22.85	27.44	19.18
Dynll1	NM_019682	198.02	216.8	189.41	196.02	194.27	182.61	95.33	207.41	108.52	85.6	94.12	116.16
Dynll2	NM_001168471,NM_001168472,NM_026556	52.55	40.67	48.1	50.16	40.93	49.06	47.87	51.92	40.73	35.22	33.34	39.78
Dynlrb1	NM_001291108,NM_025947,NR_111890,NR_111891	176.58	186.14	178.79	193.03	217.95	202.39	204.09	196.8	196.99	176.69	223.81	195.4
Dynlrb2	NM_029297	0	0.29	0	0	0	0	0	0	0	1.11	1.18	0
Dynlt1a	NM_001166629	24.55	18.09	21.15	23.7	26.12	20.65	17.02	23.96	14.84	10.05	8.83	11.05
Dynlt1b	NM_009342	573.76	664.27	698.95	728.27	813.93	732.37	370.59	674.85	551.7	592.83	400.94	323.17
Dynlt1c	NM_001166630,NM_001166630_1	505.21	516.2	578.54	598.13	633.02	429.41	369.47	610.79	367.26	247.1	208.34	272.86
Dynlt1f	NM_001166627,NM_001166627_1,NM_001199948	13.92	26.56	24.59	26.88	16.63	16.61	15.74	21.89	10.87	18.97	10.89	10.37
Dynlt3	NM_025975	33.81	35.92	40.7	41.38	39.95	52.1	60.51	38.21	86.89	98.12	126.62	93.66
Dyrk1a	NM_001113389,NM_007890	41.35	26.62	31.4	25.02	24.93	26.7	25.69	31.79	23.87	24.04	23.05	24.73
Dyrk1b	NM_001037957,NM_001271370,NM_010092	9.36	6.01	8.48	7.09	7.46	8.27	16.51	6.99	8.9	8.91	11.94	12.26
Dyrk2	NM_001014390	34.4	23.85	25.26	22.22	20.02	25.87	34.29	31.87	20.25	24.41	23.54	27.64
Dyrk3	NM_145508	16.5	18.27	18.49	15.37	17.5	13.32	10.62	17.61	9.06	4.05	5.47	6.9
Dyrk4	NM_207210	0	0.05	0	0.1	0	0.11	0	0	0	0.27	0.14	0.27
Dysf	NM_001077694,NM_001310152,NM_021469	3.45	2.31	1.74	3.17	2.82	6.17	7.34	1.33	12.17	13.23	38	20.07
Dytn	NM_001081658	0	0	0	0	0	0	0	0	0	0	0	0
Dyx1c1	NM_001163725,NM_026314	1.2	0.94	1.47	0.88	0.91	1.09	1.09	0.5	0.94	0.77	0.83	0.86
Dzank1	NM_172859	2.17	1.48	2.42	2.42	3.07	3.19	3.11	2.22	1.82	1.27	2.22	2.08
Dzip1	NM_025943,NR_130725	15.18	13.23	14.4	12.67	13.15	13.61	17.91	12.83	10.07	9.9	10.65	13.12
Dzip1l	NM_028258	10.17	7.71	8.42	6.09	6.77	6.06	8.59	8.05	6.49	5.58	7.73	9.21
Dzip3	NM_001110017,NM_027341	105.51	94.24	103.33	86.55	80.25	68.26	55.46	97.68	46.95	37.28	30.98	45.75
E030002O03Rik	NM_172905	0	0	0	0	0	0	0	0	0	0	0	0
E030003E18Rik	NR_015502	0.17	0.11	0.24	0	0.41	0.12	1.98	0.1	5.11	3.46	2.84	1.31
E030011O05Rik	NR_015511	3.73	2.19	3.56	1.98	2.67	3.1	4.82	2.11	5.99	6.42	14.73	9.22
E030013I19Rik	NR_040353	0	0	0	0	0	0.08	0.35	0	0.05	0.29	0.84	0.07
E030018B13Rik	NM_001256311	1.31	0.24	0.13	0.32	0.66	0.77	0.71	0.42	0.84	1.05	0.81	0.2
E030019B13Rik	NR_045082	0	0.05	0	0	0	0	0	0	0	0	0	0
E030024N20Rik	NR_033228	10.09	3.4	4.84	3.79	4.48	5.87	8.24	4.77	4.56	8.68	7.1	7.29
E030025P04Rik	NR_037978	0	0	0	0	0	0	0	0	0	0	0	0
E030030I06Rik	NM_001254744,NM_001254745	0	0	0	0	0.05	0	0.08	0	0.17	0	0	0.09
E030044B06Rik	NR_045343	0	0	0	0	0	0	0	0	0	0.18	0	0
E130006D01Rik	NR_045832,NR_045833,NR_045834	0	0	0	0.18	0	0	0	0	0	0.26	0	0
E130008D07Rik	NR_045153,NR_045154,NR_045155	0.52	0.22	0.64	0.2	0.33	0.32	1.73	0.31	0.82	0.9	0.35	0.6
E130012A19Rik	NM_175332	7.04	10.93	8.02	5.69	3.04	5.36	10.2	7.61	7.71	4.44	2.09	8.79
E130018N17Rik	NR_040327	0.28	0.09	0.39	0.24	0.74	0.19	1.6	0.24	0.25	0.33	0.36	0.15
E130102H24Rik	NR_040708	15.57	6.4	13.08	11.27	15.16	21.7	11.97	12.36	9.84	19.76	23.85	11.82
E130112N10Rik	NR_015604	0.67	0.17	0.57	0.38	0.63	0.55	1.41	0.61	0.6	1.39	1.85	1.31
E130114P18Rik	NR_015513	0.15	0.19	0.42	0	0.71	0.51	1	0.34	1.87	0.36	1.16	0.65
E130201H02Rik	NR_024324	0.23	0.15	0.16	0.53	0.55	0.32	0	0.39	0.21	0.19	1	0.5
E130215H24Rik	NR_040331	0	0.52	0	0.12	0	0.28	0.2	0	0	0.5	0.36	0.67
E130218I03Rik	NR_040435,NR_040436	0.24	0.17	0.18	0	0	0.18	0	0.15	0.2	0	0	0.27
E130304I02Rik	NR_033567	1.53	1.53	0.42	1.21	1.59	2.07	3.56	0.51	0.27	1.93	1.56	3.3
E130307A14Rik	NR_038037	16.86	16.87	17.66	16.02	14.86	13.07	9.04	15.15	7.1	5.25	3.57	5.19
E130308A19Rik	NM_001015681,NM_153158	12	8.53	9.81	9.01	10.07	10.14	13.47	11.68	8.65	6.5	5.56	8.57
E130309D02Rik	NM_172726	23.05	22.57	22.51	18.44	14.46	16.29	17.62	21.37	13	12.67	10.59	15.02
E130309D14Rik	NM_001013784	7.91	7.93	7.41	6.11	5.95	6.4	5.92	8.34	4.64	2.44	2.25	4.11
E130310I04Rik	NR_045722,NR_045723	0.05	0.06	0.04	0.06	0.06	0.1	0.09	0.05	0.17	0.73	1.17	0.58
E130311K13Rik	NM_177856	2.31	2.12	2.05	2.59	2.6	2.31	5.97	1.84	5.16	8.12	10.58	6.16
E130317F20Rik	NR_029447	6.91	6.38	6.71	7.46	6.84	6.28	6.94	6.53	4.33	4.05	4.05	4.7
E230013L22Rik	NR_126558	0.09	0.24	0.4	0.98	0.95	1.9	1.74	0.17	2.11	3.53	5.57	4.49
E230016K23Rik	NR_036452,NR_036453	0.24	0.1	0	0.05	0.29	0.28	1.16	0	0.96	1.54	0.28	0.97
E230016M11Rik	NR_040278	3.28	1.78	2.44	2.15	2.25	2.24	3.22	2.31	1.68	1.16	1.38	2.26
E230025N22Rik	NM_172831	0	0	0.18	0	0.1	0.06	0.25	0	0	0.14	0.07	0.28
E230029C05Rik	NR_110364,NR_110365	0.73	1.55	0.69	1.1	1.66	3.59	6.05	1.61	4.87	6.16	10.47	8.61
E2f1	NM_001291105,NM_007891	26.78	19.25	22.2	24.69	21.89	23.06	27.76	25.57	19.12	13.77	6.98	21.22
E2f2	NM_001305399,NM_177733	25.82	15.51	17.82	17.94	16.01	15.62	18.59	22.49	13.95	12.69	7.07	13.73
E2f3	NM_001289920,NM_010093	21.46	13.9	15.06	13.05	13.77	12.72	16.03	17.7	13.27	10.33	6.85	12.71
E2f4	NM_148952	18.69	20.39	19.29	19.73	15.22	21.02	24.74	20.16	21.54	20.86	17.05	24.32
E2f5	NM_007892	26.59	26.26	25.24	26.17	21.3	19.28	20.56	25.88	20.68	15.37	13.96	21.95
E2f6	NM_033270,NR_027677	48.7	49.26	47.81	38.42	37.77	31.19	30.94	48.14	38.62	20.15	20.77	24.8
E2f7	NM_178609	8.34	5.18	6.05	4.31	3.68	4.07	6.2	6.28	3.75	3.59	1.71	3.59
E2f8	NM_001013368	16.89	11.74	14.14	12.64	10.02	10.16	10.76	13.73	8.01	7.67	2.3	8.4
E330009J07Rik	NM_175528	12.81	13.54	12.55	8.23	9.16	6.44	9.72	11.51	7.62	4.68	2.61	5.62
E330011O21Rik	NR_045698	0	0	0	0	0.12	0.14	0.58	0	0.55	0.98	1.41	0.66
E330012B07Rik	NR_033640	0	0	0	0	0	0	0	0	0	0	0	0
E330013P04Rik	NR_026942	3	0.48	0.95	0.86	2.57	1.55	3.44	1.71	1.86	1.66	0.5	1.09
E330014E10Rik	NM_001122668	0	0	0	0	0	0	0	0	0	0	0	0
E330017A01Rik	NM_175011	0	0.39	0	0.18	0	0	0.3	0	0.28	0.25	0	0
E330017L17Rik	NR_045190	0	0.15	0	0	0	0	0	0	0	0	0.21	0
E330020D12Rik	NR_033736	0.95	1.06	1.14	1.51	1.45	1.85	0.86	0.85	0.85	0.76	0.46	1.37
E330021D16Rik	NM_001201390	0	0	0	0	0	0	0	0	0	0	0	0
E330023G01Rik	NR_045332	0	0	0	0	0	0	0	0	0	0	0	0
E330033B04Rik	NR_030690	4.78	2.15	3.05	2.37	2.56	3.35	4.61	2.56	2.63	5.13	3.67	4.1
E330034G19Rik	NM_001033214	0	0	0	0	0	0	0	0	0	0	0	0
E430016F16Rik	NR_015542	0	0	0	0	0	0.04	0.05	0	0.05	0.04	0.05	0.12
E430018J23Rik	NM_198011	3.5	3.43	3.33	3.88	4.38	4.66	4.88	2.95	4.11	3.36	4.19	3.64
E430025E21Rik	NM_153548	48.47	42.96	45.84	42.91	42.61	41.89	50.51	43.85	50.36	61.64	67.19	60.33
E4f1	NM_001301784,NM_007893,NR_125990	12.5	12.58	10.23	11.43	11.75	12.4	16.41	11.05	10.69	10.17	10.98	9.58
E530001F21Rik	NR_002167	1.16	0.42	0	0.28	0.59	0.45	0.63	0.19	0.44	0.13	0	0.18
E530011L22Rik	NR_033503	1.03	0.76	0.88	0.88	1.12	1.46	1.92	1.2	1.93	1.45	1.57	2.24
EU599041	NM_001177525	0	0	0	0.15	0	0.17	0.12	0	0	0.2	0	0
Eaf1	NM_028932	46.13	40.79	37.61	32.79	30.16	33.12	31.02	38.41	26.87	24.95	24.36	34.03
Eaf2	NM_001113401,NM_001113405,NM_134111	0.83	0.41	0.66	0.27	0.27	0.45	0.89	0.26	0.91	0.88	0.32	0.6
Eapp	NM_025456	38.04	38.45	39.95	40.24	40.15	40.94	35.3	40.32	36.53	49.03	58.26	43.84
Ear1	NM_007894	0	0.18	0	0.5	0.34	0.2	0	0	1.84	2.58	0.75	0
Ear10	NM_053112	0	0	0	0	0	0	0.53	0	0	0	1.9	0
Ear12	NM_001012766	0	0	0	0	0	0	0	0	0	0	0	0
Ear14	NM_017389	0	0	0	0	0	0	0	0	0	0	0	0
Ear2	NM_007895	7.8	13.18	13.02	28.5	23.04	50.45	65.73	12.42	55.51	124.6	237.59	117.47
Ear3	NM_017388	0	0	0	0	0	0	0	0	0	0	0	0
Ear4	NM_001017422	0	0	0	0	0	0	0	0	0	0	0	0
Ear6	NM_053111	0	0	0	0	0	0	0	0	0	0	0	0
Ear7	NM_017385	0.53	0	0	0	0	0	0	0	0	0	0	0
Ears2	NM_026140	7.51	8.01	7.27	7.96	8.54	8.03	7.81	9.53	5.37	4.68	6.19	6.07
Ebag9	NM_019480	26.15	23.2	24.32	25.14	25.89	24.81	18.18	25.11	21.01	20.24	24.76	22.01
Ebf1	NM_001290709,NM_001290710,NM_001290711,NM_007897	3.69	2.54	2.04	2.31	3.26	6.6	10.92	1.82	10.3	19.77	22.68	11.34
Ebf2	NM_001276387,NM_010095	3.61	2.7	3.11	3.64	4.07	4.39	5.8	2.55	6.97	14.73	14.5	6.59
Ebf3	NM_001113414,NM_001113415,NM_010096	8.48	5.15	4.73	1.15	4.21	4.72	9.6	4.79	8.23	6.04	6.25	6.03
Ebf4	NM_001110513	6.21	3.7	5.13	9.22	7.88	8.35	7.12	5.24	3.84	3.23	3.12	5.67
Ebi3	NM_015766	0.67	0.2	0.56	0.82	0.37	2.28	2.72	0.63	4.39	7.08	4.37	3.92
Ebna1bp2	NM_026932	78.26	92.09	78.46	77.22	66.25	58.24	43.83	78.48	39	28.33	26.03	36.98
Ebp	NM_007898	18.83	20.24	15.13	16.26	17.39	16.02	18.81	18.07	18.6	21.54	24.37	15.89
Ebpl	NM_026598	5.57	6.58	6.19	7.93	8.11	7.84	7.01	6.3	10.15	12.26	12.28	10.32
Ecd	NM_027475	37.46	40.69	40.34	35.62	38.23	32.46	24.61	37.99	24.54	23.33	27.69	23.23
Ece1	NM_199307	13.08	9.46	8.61	12.39	10.99	24.79	32.09	9.86	32.96	45.1	63.68	49.32
Ece2	NM_025462,NM_139293,NM_177940,NM_177941,NM_177942	45.59	49.04	41.08	41.59	41.37	42.22	37.62	44.79	30.12	34.57	37.28	35.39
Ecel1	NM_001277925,NM_021306	107.65	86.83	100.74	68.64	81.74	68.95	104.65	107.27	58.23	31.78	22.94	58.12
Ech1	NM_016772	31.38	37.9	24.97	37.53	79.9	73.35	127.01	23.03	142.54	175.48	284.83	108.44
Echdc1	NM_001110195,NM_025855	7.36	5.05	3.82	6.44	7.26	9.62	14.96	4.51	11.85	32.19	40.41	20.77
Echdc2	NM_001254754,NM_026728	13.64	12.44	7.78	10.39	10.04	10.82	33.96	12.59	21.04	16.91	19.74	20.12
